client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534827.mp3	尋尋覓覓，	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534838.mp3	問外婆吃不吃	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534841.mp3	前天起我一直悶悶不樂	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534842.mp3	冬蔭醬南瓜燴雞腿	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534843.mp3	做乜佢有甜醬我冇呀	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534844.mp3	不徐不疾	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534845.mp3	如果我死了你不用帶人來看我	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534846.mp3	放手畀我哋手足以新思維	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534847.mp3	母親想也知道；	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534868.mp3	三星燒賣	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534869.mp3	有咩留返拜山先講	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534871.mp3	十七	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534872.mp3	慈母	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534878.mp3	還差得很遠很遠。	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534879.mp3	我曉得他們的方法，	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534882.mp3	孤帆遠影碧山盡	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534888.mp3	日常支援政府的工作為初級機師提供了重要的機會	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534889.mp3	那就滿臉都變成青色了。	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534890.mp3	叉燒包	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534891.mp3	車程約要個半小時	2	0				zh-HK	
497560b4c9019a0eb5845e5c90ef8d2eb97c67dd19256067d0753abc22ee0b0e27e709893fab3d57093ca40431c6d1fda87d284a67c7712222afc6426f6bcec3	common_voice_zh-HK_24534892.mp3	公園分成了很多部分	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_26971430.mp3	黑旋風忍者為民除害	2	0	twenties			zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_26971431.mp3	第一次看到初中生懂圍棋	2	0	twenties			zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_26971432.mp3	口感一流	2	0	twenties			zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000431.mp3	我歌月徘徊，我舞影零亂	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000432.mp3	你個爛gag好爛呀喂	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000434.mp3	啊爹佢勸極我又唔受教	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000471.mp3	一副鬼靈精的樣子	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000472.mp3	喂等埋我呀	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000561.mp3	我睇住佢啦	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000562.mp3	而且心裏滿裝着喫人的意思。	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000563.mp3	我真係覺得好無奈	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000565.mp3	你呢啲叫做壽星公吊頸——嫌命長呀！	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000699.mp3	喉嚨痛	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27000700.mp3	抽刀斷水水更流，舉杯銷愁愁更愁	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27280155.mp3	唔穿唔跪低都唔打算理佢	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27280156.mp3	樣樣都中中間間	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27280201.mp3	真係賴晒嘢	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27280203.mp3	第一個請黎明吃飯的明星也是張國榮。	2	1				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27280204.mp3	晨早流流邊個打黎	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27294494.mp3	透過它得到一份温暖	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27294496.mp3	我地最怕坐完監出黎香港仲係未有雙普選	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337051.mp3	共享創意授權條款係保留全部版權同公共領域沒有版權兩者之間	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337052.mp3	等我睇吓火星同木星嘅春天係點樣樣嘅	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337055.mp3	裝返個app	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337056.mp3	聽講從此搣甩咗飲汽水，啱啱對匈牙利又入兩粒嘞佢	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337195.mp3	成日呢，啲人喺到話咩呀? 無Future? Well 我哋自己寫出嚟囉！	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337196.mp3	佢冇減價咁我唔買住啦都唔抵嘅	2	0				zh-HK	
7cda6195ab82a43eb94ae586c0d8f99e6518202e211b9f150d4a009d0055b2231cfbc2e4b579eb834e08126f60521e1999da386154ed7fb51a9dc008abf08ece	common_voice_zh-HK_27337199.mp3	條友咁臭串？	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25016996.mp3	扮鬼扮馬	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017000.mp3	武術	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017018.mp3	今日華南人嘅血統主要係由古代越族以及南遷嘅漢人混血而成	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017019.mp3	蜜香鎮江骨	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017020.mp3	才能擁抱勝利	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017021.mp3	滾水淥腳	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017030.mp3	肇慶	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017031.mp3	仔細看了半夜，	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017033.mp3	有鋪咁既癮	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017038.mp3	我係送外賣㗎咋	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017039.mp3	行樂須及春。	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017041.mp3	堅定流呀？	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017046.mp3	餃子	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017047.mp3	繼續努力	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017048.mp3	自己緊緊勒死；	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25017049.mp3	竹蔗茅根水	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321713.mp3	可致電二五五九二二九七	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321714.mp3	句號	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321715.mp3	紅湯	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321716.mp3	奶水	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321721.mp3	暴力就是那催化劑	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321722.mp3	邊個咁有心呢？	2	1				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321728.mp3	做防守球員最緊要係咩呀?咪安全第一囉	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321729.mp3	有咩可以幫到你?	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321730.mp3	他們之間的友情很深。	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321731.mp3	一個人嘅問題，兩個人去修正	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321733.mp3	大家就請多忍耐	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321734.mp3	牀前看月光	2	0				zh-HK	
935db87742fb01245c6b3587659515eb358df3ab5983d0baaad3a31004a288b681b1945c70f0bc322bf81a86f35d3196c0b709652faf9c178086331523381318	common_voice_zh-HK_25321735.mp3	蘿蔔糕	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704573.mp3	你有幾可認真睇下路上面嘅嘢吖	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704576.mp3	有錢就界天鵝肉	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704579.mp3	你有無玩過飛行棋	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704580.mp3	佢花名叫七索	2	1				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704592.mp3	矮瓜就係茄子	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704593.mp3	不過次次打電話俾佢哋	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704601.mp3	人地生疏	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704602.mp3	腐乳炒通菜好好味	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704603.mp3	我玩人既時候你仲飲緊奶呀	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704605.mp3	啊係呀坐的士啊可	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704611.mp3	生菜同西生菜係唔同架	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704614.mp3	個校長有麥兜個黎根校長咁嘅口音⠀	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704615.mp3	你個仔肥嘟嘟好得意喎	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704616.mp3	小姐你貴姓	2	0				zh-HK	
23fc3377a0042cf31d5a55f776f1a8a84dfee7b75d56a6f7cb1165c6982607e9dcf98502667e53e6ec9363bcc61b073e5ab99393664bed9e72a53bffa81c2c00	common_voice_zh-HK_23704617.mp3	包括地下同一樓垃圾房	2	0				zh-HK	
